ST_CD,MAJCAT,MERCHCAT,BODY,MC_BODY_CONT_1,MC_BODY_CONT_2,MC_BODY_CONT_3,MC_BODY_CONT_4,MC_BODY_CONT_5,MC_BODY_CONT_6,MC_BODY_CONT_7,MC_BODY_CONT_8,MC_BODY_CONT_9,MC_BODY_CONT_10,MC_BODY_CONT_11,MC_BODY_CONT_12
HT18,M_JEANS,M_BLU_JEANS,RN,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HT18,M_JEANS,M_COL_JEANS,5_PKT,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%
HT18,M_JEANS,M_COL_JEANS,5PC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HT18,M_JEANS,M_COL_JEANS,A_FIT,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%
HT18,M_JEANS,M_COL_JEANS,C_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HT18,M_JEANS,M_COL_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HT18,M_JEANS,M_COL_JEANS,KNIT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HT18,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HT18,M_JEANS,M_COL_JEANS,PLN_BODY,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%
HT18,M_JEANS,M_COL_JEANS,PRT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HT18,M_JEANS,M_COL_JEANS,R_FIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HT18,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HT18,M_JEANS,M_JGR_JEANS,5_PKT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HT18,M_JEANS,M_JGR_JEANS,C&S,57%,57%,57%,57%,57%,57%,57%,57%,57%,57%,57%,57%
HT18,M_JEANS,M_JGR_JEANS,C_PKT,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HT18,M_JEANS,M_JGR_JEANS,CARGO,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HT18,M_JEANS,M_JGR_JEANS,CRG_PKT,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%
HT18,M_JEANS,M_JGR_JEANS,CRS_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HT18,M_JEANS,M_JGR_JEANS,PLN_BODY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HT18,M_JEANS,M_JGR_JEANS,R_FIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU34,M_JEANS,M_BLK_JEANS,5_PKT,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%
HU34,M_JEANS,M_BLK_JEANS,A_FIT,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
HU34,M_JEANS,M_BLK_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU34,M_JEANS,M_BLK_JEANS,KNIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HU34,M_JEANS,M_BLK_JEANS,PLN_BODY,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%
HU34,M_JEANS,M_BLK_JEANS,R_FIT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU34,M_JEANS,M_BLK_JEANS,RN,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%
HU34,M_JEANS,M_BLU_JEANS,5_PKT,64%,64%,64%,64%,64%,64%,64%,64%,64%,64%,64%,64%
HU34,M_JEANS,M_BLU_JEANS,A_FIT,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%
HU34,M_JEANS,M_BLU_JEANS,KNIT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HU34,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU34,M_JEANS,M_BLU_JEANS,PLN_BODY,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
HU34,M_JEANS,M_BLU_JEANS,R_FIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HU34,M_JEANS,M_BLU_JEANS,RN,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU34,M_JEANS,M_COL_JEANS,5_PKT,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%
HU34,M_JEANS,M_COL_JEANS,5PC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU34,M_JEANS,M_COL_JEANS,A_FIT,27%,27%,27%,27%,27%,27%,27%,27%,27%,27%,27%,27%
HU34,M_JEANS,M_COL_JEANS,C_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU34,M_JEANS,M_COL_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU34,M_JEANS,M_COL_JEANS,KNIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HU34,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU34,M_JEANS,M_COL_JEANS,PLN_BODY,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%
HU34,M_JEANS,M_COL_JEANS,PRT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU34,M_JEANS,M_COL_JEANS,R_FIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HU34,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU34,M_JEANS,M_JGR_JEANS,5_PKT,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%
HU34,M_JEANS,M_JGR_JEANS,C&S,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%
HU34,M_JEANS,M_JGR_JEANS,C_PKT,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%
HU34,M_JEANS,M_JGR_JEANS,CARGO,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HU34,M_JEANS,M_JGR_JEANS,CRG_PKT,35%,35%,35%,35%,35%,35%,35%,35%,35%,35%,35%,35%
HU34,M_JEANS,M_JGR_JEANS,CRS_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU34,M_JEANS,M_JGR_JEANS,PLN_BODY,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HU34,M_JEANS,M_JGR_JEANS,R_FIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU36,M_JEANS,M_BLK_JEANS,5_PKT,52%,52%,52%,52%,52%,52%,52%,52%,52%,52%,52%,52%
HU36,M_JEANS,M_BLK_JEANS,A_FIT,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HU36,M_JEANS,M_BLK_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU36,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU36,M_JEANS,M_BLK_JEANS,PLN_BODY,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%
HU36,M_JEANS,M_BLK_JEANS,R_FIT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU36,M_JEANS,M_BLK_JEANS,RN,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
HU36,M_JEANS,M_BLU_JEANS,5_PKT,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%
HU36,M_JEANS,M_BLU_JEANS,A_FIT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HU36,M_JEANS,M_BLU_JEANS,KNIT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HU36,M_JEANS,M_BLU_JEANS,OD,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU36,M_JEANS,M_BLU_JEANS,PLN_BODY,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%
HU36,M_JEANS,M_BLU_JEANS,R_FIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HU36,M_JEANS,M_BLU_JEANS,RN,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU36,M_JEANS,M_COL_JEANS,5_PKT,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%
HU36,M_JEANS,M_COL_JEANS,5PC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU36,M_JEANS,M_COL_JEANS,A_FIT,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%
HU36,M_JEANS,M_COL_JEANS,C_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU36,M_JEANS,M_COL_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU36,M_JEANS,M_COL_JEANS,KNIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HU36,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU36,M_JEANS,M_COL_JEANS,PLN_BODY,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%
HU36,M_JEANS,M_COL_JEANS,PRT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU36,M_JEANS,M_COL_JEANS,R_FIT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HU36,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU36,M_JEANS,M_JGR_JEANS,5_PKT,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%
HU36,M_JEANS,M_JGR_JEANS,C&S,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%
HU36,M_JEANS,M_JGR_JEANS,C_PKT,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HU36,M_JEANS,M_JGR_JEANS,CARGO,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HU36,M_JEANS,M_JGR_JEANS,CRG_PKT,48%,48%,48%,48%,48%,48%,48%,48%,48%,48%,48%,48%
HU36,M_JEANS,M_JGR_JEANS,CRS_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU36,M_JEANS,M_JGR_JEANS,PLN_BODY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU36,M_JEANS,M_JGR_JEANS,R_FIT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU41,M_JEANS,M_BLK_JEANS,5_PKT,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%
HU41,M_JEANS,M_BLK_JEANS,A_FIT,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HU41,M_JEANS,M_BLK_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU41,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU41,M_JEANS,M_BLK_JEANS,PLN_BODY,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%
HU41,M_JEANS,M_BLK_JEANS,R_FIT,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HU41,M_JEANS,M_BLK_JEANS,RN,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
HU41,M_JEANS,M_BLU_JEANS,5_PKT,79%,79%,79%,79%,79%,79%,79%,79%,79%,79%,79%,79%
HU41,M_JEANS,M_BLU_JEANS,A_FIT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HU41,M_JEANS,M_BLU_JEANS,KNIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HU41,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU41,M_JEANS,M_BLU_JEANS,PLN_BODY,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%
HU41,M_JEANS,M_BLU_JEANS,R_FIT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU41,M_JEANS,M_BLU_JEANS,RN,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU41,M_JEANS,M_COL_JEANS,5_PKT,56%,56%,56%,56%,56%,56%,56%,56%,56%,56%,56%,56%
HU41,M_JEANS,M_COL_JEANS,5PC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU41,M_JEANS,M_COL_JEANS,A_FIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HU41,M_JEANS,M_COL_JEANS,C_PKT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HU41,M_JEANS,M_COL_JEANS,DBY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU41,M_JEANS,M_COL_JEANS,KNIT,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HU41,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU41,M_JEANS,M_COL_JEANS,PLN_BODY,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%
HU41,M_JEANS,M_COL_JEANS,PRT,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
HU41,M_JEANS,M_COL_JEANS,R_FIT,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HU41,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU41,M_JEANS,M_JGR_JEANS,5_PKT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HU41,M_JEANS,M_JGR_JEANS,C&S,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%
HU41,M_JEANS,M_JGR_JEANS,C_PKT,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%
HU41,M_JEANS,M_JGR_JEANS,CARGO,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HU41,M_JEANS,M_JGR_JEANS,CRG_PKT,40%,40%,40%,40%,40%,40%,40%,40%,40%,40%,40%,40%
HU41,M_JEANS,M_JGR_JEANS,CRS_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU41,M_JEANS,M_JGR_JEANS,PLN_BODY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU41,M_JEANS,M_JGR_JEANS,R_FIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU44,M_JEANS,M_BLK_JEANS,5_PKT,64%,64%,64%,64%,64%,64%,64%,64%,64%,64%,64%,64%
HU44,M_JEANS,M_BLK_JEANS,A_FIT,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%
HU44,M_JEANS,M_BLK_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU44,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU44,M_JEANS,M_BLK_JEANS,PLN_BODY,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HU44,M_JEANS,M_BLK_JEANS,R_FIT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU44,M_JEANS,M_BLK_JEANS,RN,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
HU44,M_JEANS,M_BLU_JEANS,5_PKT,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%
HU44,M_JEANS,M_BLU_JEANS,A_FIT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HU44,M_JEANS,M_BLU_JEANS,KNIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HU44,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU44,M_JEANS,M_BLU_JEANS,PLN_BODY,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
HU44,M_JEANS,M_BLU_JEANS,R_FIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HU44,M_JEANS,M_BLU_JEANS,RN,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU44,M_JEANS,M_COL_JEANS,5_PKT,53%,53%,53%,53%,53%,53%,53%,53%,53%,53%,53%,53%
HU44,M_JEANS,M_COL_JEANS,5PC,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HU44,M_JEANS,M_COL_JEANS,A_FIT,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%
HU44,M_JEANS,M_COL_JEANS,C_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU44,M_JEANS,M_COL_JEANS,DBY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU44,M_JEANS,M_COL_JEANS,KNIT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HU44,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU44,M_JEANS,M_COL_JEANS,PLN_BODY,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%
HU44,M_JEANS,M_COL_JEANS,PRT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU44,M_JEANS,M_COL_JEANS,R_FIT,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
HU44,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU44,M_JEANS,M_JGR_JEANS,5_PKT,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
HU44,M_JEANS,M_JGR_JEANS,C&S,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%
HU44,M_JEANS,M_JGR_JEANS,C_PKT,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HU44,M_JEANS,M_JGR_JEANS,CARGO,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%
HU44,M_JEANS,M_JGR_JEANS,CRG_PKT,35%,35%,35%,35%,35%,35%,35%,35%,35%,35%,35%,35%
HU44,M_JEANS,M_JGR_JEANS,CRS_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU44,M_JEANS,M_JGR_JEANS,PLN_BODY,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HU44,M_JEANS,M_JGR_JEANS,R_FIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU45,M_JEANS,M_BLK_JEANS,5_PKT,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%
HU45,M_JEANS,M_BLK_JEANS,A_FIT,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%
HU45,M_JEANS,M_BLK_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU45,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU45,M_JEANS,M_BLK_JEANS,PLN_BODY,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%
HU45,M_JEANS,M_BLK_JEANS,R_FIT,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HU45,M_JEANS,M_BLK_JEANS,RN,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
HU45,M_JEANS,M_BLU_JEANS,5_PKT,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%
HU45,M_JEANS,M_BLU_JEANS,A_FIT,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
HU45,M_JEANS,M_BLU_JEANS,KNIT,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HU45,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU45,M_JEANS,M_BLU_JEANS,PLN_BODY,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%
HU45,M_JEANS,M_BLU_JEANS,R_FIT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU45,M_JEANS,M_BLU_JEANS,RN,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU45,M_JEANS,M_COL_JEANS,5_PKT,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%
HU45,M_JEANS,M_COL_JEANS,5PC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU45,M_JEANS,M_COL_JEANS,A_FIT,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%
HU45,M_JEANS,M_COL_JEANS,C_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU45,M_JEANS,M_COL_JEANS,DBY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU45,M_JEANS,M_COL_JEANS,KNIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HU45,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU45,M_JEANS,M_COL_JEANS,PLN_BODY,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%
HU45,M_JEANS,M_COL_JEANS,PRT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU45,M_JEANS,M_COL_JEANS,R_FIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HU45,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU45,M_JEANS,M_JGR_JEANS,5_PKT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HU45,M_JEANS,M_JGR_JEANS,C&S,43%,43%,43%,43%,43%,43%,43%,43%,43%,43%,43%,43%
HU45,M_JEANS,M_JGR_JEANS,C_PKT,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%
HU45,M_JEANS,M_JGR_JEANS,CARGO,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HU45,M_JEANS,M_JGR_JEANS,CRG_PKT,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%
HU45,M_JEANS,M_JGR_JEANS,CRS_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU45,M_JEANS,M_JGR_JEANS,PLN_BODY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU45,M_JEANS,M_JGR_JEANS,R_FIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU48,M_JEANS,M_BLK_JEANS,5_PKT,50%,50%,50%,50%,50%,50%,50%,50%,50%,50%,50%,50%
HU48,M_JEANS,M_BLK_JEANS,A_FIT,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HU48,M_JEANS,M_BLK_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU48,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU48,M_JEANS,M_BLK_JEANS,PLN_BODY,31%,31%,31%,31%,31%,31%,31%,31%,31%,31%,31%,31%
HU48,M_JEANS,M_BLK_JEANS,R_FIT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU48,M_JEANS,M_BLK_JEANS,RN,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
HU48,M_JEANS,M_BLU_JEANS,5_PKT,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%
HU48,M_JEANS,M_BLU_JEANS,A_FIT,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%
HU48,M_JEANS,M_BLU_JEANS,KNIT,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HU48,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU48,M_JEANS,M_BLU_JEANS,PLN_BODY,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
HU48,M_JEANS,M_BLU_JEANS,R_FIT,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HU48,M_JEANS,M_BLU_JEANS,RN,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU48,M_JEANS,M_COL_JEANS,5_PKT,57%,57%,57%,57%,57%,57%,57%,57%,57%,57%,57%,57%
HU48,M_JEANS,M_COL_JEANS,5PC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU48,M_JEANS,M_COL_JEANS,A_FIT,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%
HU48,M_JEANS,M_COL_JEANS,C_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU48,M_JEANS,M_COL_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU48,M_JEANS,M_COL_JEANS,KNIT,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HU48,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU48,M_JEANS,M_COL_JEANS,PLN_BODY,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%
HU48,M_JEANS,M_COL_JEANS,PRT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU48,M_JEANS,M_COL_JEANS,R_FIT,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HU48,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU48,M_JEANS,M_JGR_JEANS,5_PKT,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%
HU48,M_JEANS,M_JGR_JEANS,C&S,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%
HU48,M_JEANS,M_JGR_JEANS,C_PKT,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%
HU48,M_JEANS,M_JGR_JEANS,CARGO,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HU48,M_JEANS,M_JGR_JEANS,CRG_PKT,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%
HU48,M_JEANS,M_JGR_JEANS,CRS_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU48,M_JEANS,M_JGR_JEANS,PLN_BODY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU48,M_JEANS,M_JGR_JEANS,R_FIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
